title,vendor,product_type,price,sku,created_at,shape,foam,game_level,frame,surface,color,racket_type,balance,gender,weight
Raquette de padel Starvie Metheora Dual 2023,Starvie,Raquettes,184.9,3635,2023-01-13 13:58:02+00:00,forme,mousse,,carbone,,noir,,balance,,poids
Raquette de padel Bullpadel Elite Light 2023,Bullpadel,Raquettes,99.9,3408,2022-12-01 16:46:05+00:00,,mousse,,carbone,,,polyvalente,,,poids
Raquette de padel Varlion Bourne Prisma Radio W,Varlion,Raquettes,179.9,3200,2022-11-02 09:29:19+00:00,forme,mousse,,carbone,,,,,,poids
Raquette de padel Starvie Comet,Starvie,Raquettes,129.9,2293,2022-06-14 14:31:37+00:00,forme,mousse,,carbone,,noir,,,,
Raquette de padel Starvie Tronix,Starvie,Raquettes,114.9,2292,2022-06-14 14:19:29+00:00,forme,mousse,expert,carbone,,,,,,
Raquette de padel Starvie Kraken Pro,Starvie,Raquettes,124.9,2291,2022-06-14 13:30:54+00:00,forme,mousse,,carbone,,,polyvalente,,,
Raquette de padel Starvie Kraken,Starvie,Raquettes,124.9,2290,2022-06-14 12:09:48+00:00,,mousse,,carbone,,,,,,
Raquette de padel Drop Shot Legend 3.0,Drop Shot,Raquettes,138.9,2265,2022-05-27 11:36:34+00:00,forme,mousse,,carbone,,,polyvalente,,,
Raquette de padel Drop Shot Explorer Pro Soft,Drop Shot,Raquettes,129.9,2258,2022-05-25 07:24:27+00:00,,mousse,,carbone,,,attaque,,,
Raquette de padel Royal Padel M27 Woman,Royal Padel,Raquettes,209.9,1237,2021-12-08 10:11:43+00:00,forme,mousse,,carbone,,,,,,
Raquette de padel Royal Padel EFE 771,Royal Padel,Raquettes,114.9,1235,2021-12-08 10:10:32+00:00,forme,mousse,,,,,,,,poids
Raquette de padel Starvie Titania Kepler,Starvie,Raquettes,104.9,1688,2022-03-08 15:19:01+00:00,forme,mousse,,carbone,,,,,,
Raquette de padel Dunlop Galactica Pro,Dunlop,Raquettes,149.9,1948,2022-04-12 11:11:21+00:00,forme,mousse,,carbone,,,,,,poids
Raquette de padel Black Crown Snake,Black Crown,Raquettes,89.9,1655,2022-02-17 13:16:13+00:00,forme,mousse,expert,carbone,,,,,,
Raquette de padel Starvie Vesta,Starvie,Raquettes,89.9,1511,2022-01-31 10:15:48+00:00,forme,mousse,,carbone,,,polyvalente,,,
Raquette de padel Slazenger Challenge N°4,Slazenger,Raquettes,209.9,687,2021-07-07 10:01:16+00:00,forme,mousse,,carbone,,,,,,poids
Raquette de padel Slazenger Challenge N°3,Slazenger,Raquettes,239.9,686,2021-07-07 09:49:28+00:00,forme,,,carbone,,noir,,,,poids
Raquette de padel Slazenger Challenge N°2,Slazenger,Raquettes,259.9,685,2021-07-06 11:21:59+00:00,forme,,,carbone,,,,,,poids
Raquette de padel Slazenger Challenge N°1,Slazenger,Raquettes,279.9,684,2021-07-06 11:09:27+00:00,forme,,,carbone,,noir,,,,poids
Raquette de padel Black Crown Piton Nakano 15K,Black Crown,Raquettes,119.9,978,2021-09-23 09:43:57+00:00,forme,,,carbone,,white,attaque,,,
Raquette de padel Starvie Titania Kepler Pro,Starvie,Raquettes,119.9,754,2021-07-15 09:34:58+00:00,forme,mousse,,carbone,,,,,,
Poids de manche pour raquettes Bullpadel,Bullpadel,Accessoire,9.95,357,2021-01-31 16:37:21+00:00,,,,,,,,,,weight
